text,date,user_location
Pembangunan sirkuit Formula E Jakarta di kawasan Ancol terus digeber menjelang 70 hari pelaksanaan balapan mobil li… https://t.co/qlusHelFJu,2022-03-26 14:37:02,Indonesia
@Darisrizal06 @alextham878 Infonya comitmment fee formula e Jakarta 150 miliar pertahun sementara negara lain misal… https://t.co/awo6WExfH3,2022-03-26 13:54:27,"Medan Kota, Indonesia"
"Meski target penonton langsungnya turun dari 50.000 ke 10.000, saya yakin perhelatan ini bakal ramai, kok.

Ini Jak… https://t.co/iAwMvQFz8c",2022-03-26 13:50:30,
"@DavidWijaya82 Kalau jadi Formula E di jakarta.
kita intip saja pakai drone anti sadap....dan sebarkan ke youtube l… https://t.co/aRC04uavGl",2022-03-26 13:23:04,"Paris, France"
10. Irawan Sucahyono menambahkan sejauh ini angka tersebut bisa bertambah sesuai dengan perkembangan dan hasil peni… https://t.co/4miaDOi2g2,2022-03-26 13:10:13,Jakarta
9. Kapasitas tribune tersebut jauh lebih rendah dari target yang diungkapkan oleh Direktur Utama PT Jakarta Propert… https://t.co/Xr96oG0RbL,2022-03-26 13:04:37,Jakarta
8. Komite Pelaksana Formula E Irawan Sucahyono juga memberikan update kapasitas tribun sirkuit Formula E yang dised… https://t.co/IJw9koLyHT,2022-03-26 13:00:09,Jakarta
"7. Pembangunan sirkuit ditargetkan selesai  pada 27 Maret 2022, namun karena ada revisi dari Federasi Otomotif Inte… https://t.co/ddp6LLoRoi",2022-03-26 12:53:30,Jakarta
6. Menurut Managing Director Formula E Jakarta dari PT Jakarta Propertindo (Jakpro) Gunung Kartiko pembangunan sirk… https://t.co/TygZ4Qv94y,2022-03-26 12:48:05,Jakarta
"5. Saat ini pembangunan sirkuit Formula E terus berjalan dan per 25 Maret 2022 sudah mencapai 87,9 persen. &gt;… https://t.co/vENcRdBM0E",2022-03-26 12:42:49,Jakarta
"4. Selain itu ada pertentangan dari Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi terhadap pergelaran Formula E, Ia m… https://t.co/a8CyKj0M9C",2022-03-26 12:37:46,Jakarta
"3. Sebab, lokasi sirkuit bukanlah tempat yang padat, melainkan tanah berlumpur yang dulunya dikenal sebagai lokasi… https://t.co/KVL06l6DvU",2022-03-26 12:31:42,Jakarta
"2. Namun, pada awal pembangunan sirkuit Formula E tak terlepas dari kontroversi. Banyak pihak yang meragukan pemban… https://t.co/vQ6lnMYV78",2022-03-26 12:26:12,Jakarta
@tempodotco Partai yg tidak jelas maunya apa?! https://t.co/8IT8DTuYpA @jakprogroup @Roni_ASC @disporadkijkt… https://t.co/LmfVJJQJLa,2022-03-26 12:22:49,DKI Jakarta
1. Lokasi sirkuit formula E yang terletak di kawasan Ancol ini telah resmi ditentukan sejak tanggal 22 Desember 202… https://t.co/ECXVIJLB0N,2022-03-26 12:18:15,Jakarta
"{Thread}

Potret Pembangunan Sirkuit Formula E Ancol Jakarta &gt; #FormulaE #Jakarta #JernihkanHarapan https://t.co/qQgFSDtk0c",2022-03-26 12:12:17,Jakarta
@GarengHallu Sebaiknya formula E diadakan dimandalika aja... kasihan jakarta harus konsentrasi aja atasi kemacetan bukan malah bikin sirkuit,2022-03-26 11:31:45,
@tempodotco Partai yg tidak jelas maunya apa?! https://t.co/8IT8DTuYpA @jakprogroup @Roni_ASC @disporadkijkt… https://t.co/h8QtqTNPYf,2022-03-26 11:02:49,DKI Jakarta
"Konstruksi sirkuit Formula E Jakarta capai 87,9 persen. https://t.co/yMvNgstUEW",2022-03-26 10:59:37,"ÜT: -6.187385,106.733011"
@aewin86 Ente HOAX Bong ... Baca yg benar!! https://t.co/8IT8DTuYpA @jakprogroup @Roni_ASC @disporadkijkt @dprddki… https://t.co/jO5gGJOrfw,2022-03-26 10:53:12,DKI Jakarta
"Progres pembangunan sirkuit Formula E diklaim mencapai 87,9 persen. Ketua Fraksi PDIP DPRD DKI Jakarta Gembong Wars… https://t.co/Eee5wTQ06I",2022-03-26 10:09:31,"DKI Jakarta, Indonesia"
Politisi Gerindra Syarif mendukung langkah KPK dalam proses penyelidikan penyelenggaraan Formula E di Jakarta. Namu… https://t.co/U51CaoI4iQ,2022-03-26 10:00:00,Indonesia
"Peminjaman dana kepada Bank DKI Jakarta harus segera dituntaskan. Jangan sampai masalah ini berlarut larut 

https://t.co/iWAZuxO5zV",2022-03-26 09:49:36,"Kota Manado, Sulawesi Utara"
"Konstruksi sirkuit Formula E Jakarta capai 87,9 persen https://t.co/bQYxxTWjLV",2022-03-26 08:51:36,Indonesia
"Pembuatan lintasan balap mobil berenergi listrik Formula E di Ancol, Pademangan, Jakarta Utara terus dikebut.… https://t.co/KEe83xuntr",2022-03-26 07:14:00,Jakarta
"@bukankadrun212 @Mdy_Asmara1701 Akal2an siapa? Wong ini atas izin pak JKW!
Bahkan katanya akan meWUJUDkan MIMPI pak… https://t.co/d8fgW0u2oc",2022-03-26 06:32:28,
"Please be informed "" MASIH DALAM PENGERJAAN  ! ""
https://t.co/dYeHPmvEuz",2022-03-26 06:27:39,"Chicago, IL (Far from Bali) "
"Komite Pelaksana Formula E Irawan Sucahyono mengatakan, kapasitas tribun sirkuit Formula E yang akan disediakan unt… https://t.co/vAWdIOc6zN",2022-03-26 06:15:05,Jakarta
"WAKTU SEMAKIN MEPET..!! BEGINI PROGRES PEMBANGUNAN 87% SIRKUIT FORMULA E JAKARTA..??
https://t.co/HVd7Ca3hZL",2022-03-26 05:46:48,
"PT-PT yang dapat proyek....anak sendiri, BUMD-DKI.... JakPro, Jaya Konstruksi dll....

Yang buat swasta mana nih???… https://t.co/lC7gK6UlvH",2022-03-26 05:24:53,Anywhere On Earth
Kapasitas Kursi Penonton Formula E Jakarta Bakal Mencapai 10 Ribu https://t.co/ZOFnZk4h4q #TempoMetro,2022-03-26 05:22:10,Indonesia
Semoga puasa dan lebaran bukan alasan molor lagi ya https://t.co/5SZh61KgDx,2022-03-26 05:11:06,
@sigitwid @aniesbaswedan @psi_id @PSI_Jakarta @willsarana @kokokdirgantoro @aryobimmo @andrewenas @GunRomli @Uki23… https://t.co/PH5hfSLKxJ,2022-03-26 04:21:54,
@f1speed_indo Formula E Prix Jakarta Layoutnya lebih bagus😂😂😂😂 ini sih sirkuit Formula E kayaknyaaa drpd F1,2022-03-26 04:09:05,"pyongyang, north korea"
"Gerindra koq kyknya dpt data2 ttg fe pdhl @fpdip_jakarta @PSI_Jakarta
Susah benar minta data. Artinya apa tuh?… https://t.co/NhI8fqfI8E",2022-03-26 03:37:48,Jakarta
"Anggota DPRD DKI Jakarta Fraksi Partai Gerindra, Syarif berencana untuk mengajak Ketua Umum PSI Giring Ganesha kemb… https://t.co/d9p6TwASv8",2022-03-26 03:31:47,Indonesia
@varleent Jakarta yg di pimpin Anis selalu di hambat istna..mau ngadain Formula E di hambat ..ngga boleh di monas..… https://t.co/M6g8xqz2gQ,2022-03-26 03:28:19,
@SantorinisSun 100% tidak ada event formula e di Jakarta.,2022-03-26 03:25:39,Jawa-Tengah.
@abu_waras Formula E di Jakarta,2022-03-26 02:30:05,"Bekasi, Jawa Barat"
"naga2 nya bakal delay negh sirkuit, berujung FormulaE Jakarta,Indonesia Batal.

duh jadi ngenes, gegara Gubernur Pe… https://t.co/YWoTWhcSZH",2022-03-26 02:18:12,Perantauan abadi
@DavidWijaya82 Masa kalah sama MotoGP yg dilaksanakan jauh di mandalika sana. Mandalika yg jauh saja bisa dapat 60r… https://t.co/5pGDOOtR0z,2022-03-26 01:24:40,
KPK menyatakan membuka peluang untuk meminta keterangan Gubernur DKI Jakarta Anies Baswedan dalam penyelidikan duga… https://t.co/dKqaE5aa8i,2022-03-26 00:56:45,
Siapa Sponsor Formula E Jakarta? Jakpro: Aman https://t.co/hifEzal18t #TempoMetro,2022-03-25 23:12:04,Indonesia
"Pembangunan sirkuit Formula E Jakarta terus dikebut. Saat ini progres pembangunan sirkuit disebut sudah 87,9%. Baga… https://t.co/TE7uKWJd2f",2022-03-25 22:00:29,"Jakarta, Indonesia"
"https://t.co/WrA0VLiY7m
Schedule sirkuit kelar 1 Mei (kalau gak molor). Balapan 4 Juni. Jual tiket 1 bulanan. 
Kalo… https://t.co/dzeTez8srX",2022-03-25 19:21:26,At Home
Tribun Penonton dan Paddock Sirkuit Formula E Jakarta Ditentukan FEO https://t.co/KZT1IHHzGF #TempoMetro,2022-03-25 16:52:05,Indonesia
Anggota Fraksi Partai Gerindra DPRD DKI Jakarta Syarif mengaku akan mengajak Ketua Umum PSI Giring Ganesha mengunju… https://t.co/3vcgKPkO6V,2022-03-25 16:46:03,Indonesia
"Konstruksi Sirkuit Formula E Jakarta Capai 87,9 Persen https://t.co/tLqEtGgoRn",2022-03-25 16:38:03,"Jakarta, Indonesia"
"@Cintada16 Sirkuit Mandalika homologasi ✅
Sirkuit Jakarta (Formula E) hologram✅
Biar ga ada yg kecewa....",2022-03-25 16:29:43,
@AntonStefanus_ 100% tidak akan ada event formula e di Jakarta.,2022-03-25 16:24:47,Jawa-Tengah.
"@Lohan2828 @KPK_RI https://t.co/2IojoyoOeT

Laporan saksi kasus formula E :
ketua DPRD DKI jakarta yg mempertanyaka… https://t.co/WytDADmtlA",2022-03-25 16:24:40,"Washington, DC"
"Pembangunan sirkuit Formula E di kawasan Ancol, Jakarta Utara, terus dilakukan. Dalam pelaksanaannya, ternyata pemb… https://t.co/SxB4fAoPoY",2022-03-25 15:45:30,Indonesia
"@dot_id_ @AnakLolina2 ""Untuk meminimalkan kemungkinan banjir yang bisa saja merendam sirkuit Formula E, PemProvDKI… https://t.co/f11jqjP5Fu",2022-03-25 15:10:10,"Jakarta Capital Region, Indone"
"Pembangunan Sirkuit Formula E Jakarta Sudah Capai 87,9% https://t.co/7ScPf6GCzi #FormulaE",2022-03-25 14:29:59,"Jakarta, Indonesia"
@jimin_andri @YRadianto 100% tidak akan pernah ada event formula e di Jakarta.,2022-03-25 14:29:00,Jawa-Tengah.
Balap mobil listrik Formula E Jakarta 2022 akan berlangsung pada 4 Juni 2022 https://t.co/pyznK9uCU9,2022-03-25 14:05:21,"Jakarta, Indonesia"
"KPK sampaikan kabar baru kasus Formula E di Jakarta, begini informasi selengkapnya.  #KabarBaruKasusFormulaE https://t.co/A47yMwia9S",2022-03-25 14:00:02,"Jakarta, Indonesia"
"Pembangunan Sirkuit Formula E Jakarta Capai 87,9 Persen https://t.co/wZnUlgOrqw",2022-03-25 13:50:08,
"@Helmi_Felis @jokowi Klo formula E anda ga komen?
Bermanfaat ga tuh buat warga jakarta?
MIKIR...!!!",2022-03-25 13:48:42,"ÜT: -6.22034,106.87354"
Konstruksi seluruh proyek Formula E Jakarta hingga fasilitas pendukungnya diprediksi rampung pada 1 Mei 2022. https://t.co/MDv7BIvVhW,2022-03-25 13:40:03,Jakarta Capital Region
"Untuk cegah banjir merendam sirkuit Formula E, Pemprov DKI Jakarta bangun sumur resapan disebar di sejumlah titik d… https://t.co/zZNFOH4NyX",2022-03-25 13:30:31,"Jakarta Capital Region, Indone"
"Simak penuturan Vice Managing Director Formula E PT Jakarta Propertindo (Jakpro) Gunung Kartiko
https://t.co/nGVCTyWMM1",2022-03-25 13:28:17,
FORMULA E MASIH JAUH DIATAS AWAN (BALAPAN GHOIB DI JAKARTA) https://t.co/t8dYy542XY,2022-03-25 12:38:12,
"Video Terbaru Nawacita Tv: KPK PERIKSA DPRD JAKARTA TERKAIT FORMULA E https://t.co/4gjzgye8Xh
| #beritaterkini… https://t.co/ufMLy5NjU9",2022-03-25 12:36:26,"Bekasi, Jawa Barat"
"Anggota Fraksi Gerindra DPRD DKI Syarif meninjau pembangunan sirkuit Formula E di kawasan Ancol, Jakarta Utara. Jal… https://t.co/RMxgSOoWP1",2022-03-25 12:32:14,Indonesia
Pembangunan Sirkuit Formula E Jakarta Ditargetkan Tuntas 1 Mei https://t.co/pSFIYgtH5S https://t.co/IsHdva1aP7,2022-03-25 12:29:20,Jakarta
@ferdianto_ary @YakubRios @ImamMursyalin @asmujivahn @sofiankawar1 @JawaraSantuy @sapporo_jack @Wirakelana14… https://t.co/h7LPa0X2HW,2022-03-25 12:26:57,"Papua, Indonesia"
@ferdianto_ary @YakubRios @ImamMursyalin @asmujivahn @sofiankawar1 @JawaraSantuy @sapporo_jack @Wirakelana14… https://t.co/k207haBCeC,2022-03-25 12:26:48,"Papua, Indonesia"
"@Mdy_Asmara1701 Pembangunan Sirkuit Formula E Jakarta dipantau oleh KPK...

Nggak sabar lihat hasilnya...
Pasti menakjubkan ya guys 😎😊",2022-03-25 12:10:45,
"Pembangunan Lintasan Formula E Molor, Jakpro Pastikan Tak Ada Anggaran Tambahan https://t.co/EHuwyQF1RI",2022-03-25 12:02:08,Indonesia
"Menengok Progres Pembangunan Lintasan Formula E, 70 Hari Jelang Laga Dihelat https://t.co/2lkVJT8OVO",2022-03-25 12:02:06,Indonesia
"Pengaspalan sirkuit Formula E di kawasan Ancol, Jakarta Utara, molor dari yang ditargetkan #SirkuitFormulaE https://t.co/FZFksDWfAZ",2022-03-25 11:56:03,Indonesia
"@Leokembara @HASapardan Ini om

https://t.co/EVt2elcwFg",2022-03-25 11:54:18,"Bantul, Indonesia"
"Komite Pelaksana Formula E Jakarta Iriawan mengatakan, akibat revisi tersebut target capaian pembangunan yang semul… https://t.co/t3jAWFT574",2022-03-25 11:53:05,Jakarta
"Sabar, Tiket Formula E Jakarta Belum Dijual https://t.co/nq2Jj132kV https://t.co/Kxrpy0MTXb",2022-03-25 11:47:03,Jakarta
Tiket Formula E Jakarta disebut bakal segera diterbitkan untuk dijual ke publik. https://t.co/s1e7OVGaWE,2022-03-25 11:45:13,"Jakarta, Indonesia"
"Digelar 4 Juni,Pembangunan Sirkuit Formula E Jakarta Rampung 87,9% https://t.co/X9KNW7zp00 https://t.co/9vZVGLr2KT",2022-03-25 11:40:39,Jakarta
"Pengaspalan sirkuit Formula E, Ancol, Jakarta Utara sudah mencapai 87,9 persen. Hari ini Tempo berkesempatan menyus… https://t.co/9Tf9d3Zpdt",2022-03-25 11:10:52,Indonesia
Pembangunan Lintasan Formula E Meleset dari Target https://t.co/WYigUfwEtY,2022-03-25 10:59:33,Indonesia
Persiapan balapan formula e jakarta sangat lancar dan sangat sukses https://t.co/S70xF6Td6T,2022-03-25 10:57:07,
"@marlina_idha KEMAJUAN ERA ANIS : RUMAH DP O GAGAL, OK OCE GAGAL, FORMULA E 4,5 TRILIUN UANG RAKYAT JAKARTA, SUMUR… https://t.co/WxIiVbFLLZ",2022-03-25 10:56:06,
"Bongkar semua kasus korupsi di tubuh Pemprov DKI. Termasuk surat sakti dr Anies untuk pencairan anggaran formula e

https://t.co/mgG3NRglPY",2022-03-25 10:28:17,
"Surat sakti yg dikeluarkan Gubernur DKI Jakarta telah menyalahi aturan sistem pemerintahan dan harus segera diusut 

https://t.co/SH2Zz5W4gb",2022-03-25 10:13:33,"Kota Manado, Sulawesi Utara"
"Terungkap kesaktian surat Anies Baswedan dalam pencairan anggaran formula e tanpa persetujuan DPRD DKI Jakarta 

https://t.co/rYH6PQ0lkm",2022-03-25 10:07:13,"Kota Manado, Sulawesi Utara"
"Anies mau nandingi kemeriahan Moto GP di Jakarta?
Oooo, mimpi kali ya

https://t.co/5RqeD92MbG",2022-03-25 09:48:40,
@Cintada16 Ini pasti salah alamat lagi deh. FIA mestinya kan homologasi Formula E Jakarta koq ke Mandalika lagi? En… https://t.co/ZfKUh9sXFI,2022-03-25 09:40:46,
"Surat sakti ala Gubernur DKI melebihi kesaktian mbak Rara. Bagaiman tidak, surat itu bisa mencairkan anggaran ratus… https://t.co/VBOULGJ3rF",2022-03-25 09:39:32,"Kota Manado, Sulawesi Utara"
Buka bursa taruhan dong: Formula E #Jakarta bakal jadi atau tidak?,2022-03-25 09:28:18,
@GeiszChalifah @ASP7211 Pemprov DKI Tegaskan Pembayaran Commitment Fee Formula E sesuai Prosedur dan Regulasi yang… https://t.co/CulVJaFt7G,2022-03-25 08:53:51,
"@GeiszChalifah @ASP7211 Prasetyo Ketua DPRD DKI dan Gilbert Simanjuntak Komisi B DPRD DKI

Mereka berdua selalu car… https://t.co/8uBbqfo5G3",2022-03-25 08:48:36,
"@IrsalmanSir @fauzanalrasyid @tempodotco Wah keren bat ya sekarang jakarta ,ada tapal kuda ada jis ada formula e ,a… https://t.co/eoYbmI9gUf",2022-03-25 08:09:36,
"Pembangunan Sirkuit Formula E Jakarta dipantau langsung oleh panitia FEO...

Nggak sabar lihat hasilnya...
Pasti me… https://t.co/YDIIeXfkj2",2022-03-25 08:01:13,Jakarta Capital Region
"@mpok_intan @aniesbaswedan Sampe sekarang saya masih bertanya2, kenapa bangun sirkulasi Formula E di Jakarta? Katan… https://t.co/0LkB63t3Jv",2022-03-25 05:30:54,"Papua, Indonesia"
"Ketua DPRD DKI Jakarta Ungkap Praktik Ijon Uang Formula E, Penyelidikan Diserahkan pada KPK

https://t.co/Fdem5GHw3K
.",2022-03-25 05:17:44,Medan
"KPK tegaskan tak main-main usut dugaan korupsi formula E jakarta
#kpk https://t.co/KCE8bqTo6I",2022-03-25 05:10:37,
"@Rakyat_Recehan Kebanyakan sirkuit Formula E di selenggarakan di jalanan Tengah kota, Karena ingin :
- Promosi kein… https://t.co/DzfcmMEZTJ",2022-03-25 04:23:56, Indonesia
"🤣🤣🤣🤣 masyarakat Dki jakarta hanya bisa tertawa dg partai satu ini,sirkuit Formula E sudah hampir rampung,mana ketua… https://t.co/qsP4XtwEb4",2022-03-25 04:22:54,
Ancol DKI Jakarta rugi 392 M buka  600 M Ms Glow Pak Ribut Formula E @KPK_RI @ReneCC https://t.co/PuSY4grTc4,2022-03-25 04:18:23,"Jakarta Capital Region, Indonesia"
"KPK Tegaskan Tak Main-main Usut Dugaan Korupsi Formula E Jakarta
https://t.co/UmsOkNQRv9",2022-03-25 04:09:41,"Maluku Utara, Indonesia"
"@denkmit Sbg warga negara yg cinta Indonesia, bersyukur MotoGP bs ada lg d Indonesia, berharap kedepan semakin baik… https://t.co/3oYHfkhipt",2022-03-25 02:46:24,S U K A B U M I
@ilhamjati4 @sigitwid @aniesbaswedan @psi_id @PSI_Jakarta @willsarana @kokokdirgantoro @aryobimmo @andrewenas… https://t.co/A5IbfdDlqH,2022-03-25 02:40:45,Batavia 
@sigitwid @psi_id @aniesbaswedan @PSI_Jakarta @willsarana @kokokdirgantoro @aryobimmo @andrewenas @GunRomli @Uki23… https://t.co/ymJSojOi4I,2022-03-25 02:05:42,Kelapa Gading
"Pengen bikin utas pengalaman nonton Formula E di Jakarta, tapi sirkuitnya belum jadi..

Sedih akutu..

😥😥😥",2022-03-25 00:23:53,"Arctic Bay, Nunavut"
"Mungkin maunya Anies penontonnya pakai Sepeda lipat saja, tidak boleh pakai Mobil atau Sepeda Motor. 🤣😂
Lalu kecepa… https://t.co/OR6bE6QgfM",2022-03-24 23:55:00,
"Ayo @KPK_RI usut tuntas korupsi Formula E, sudah banyak bukti dan saksi adanya korupsi yang melibatkan Gubernur DKI… https://t.co/Hh6BoE2f0C",2022-03-24 23:54:17,Sydney
@ChusnulCh__ @KejaksaanRI @DivHumas_Polri Ini org hatinya belum puas2 kalau sampai acara formula E 'tidak berjalan… https://t.co/z1VRzOJBKo,2022-03-24 23:14:34,"DKI Jakarta, Indonesia"
@dennisgavin @sigitwid @aniesbaswedan @psi_id @PSI_Jakarta @willsarana @kokokdirgantoro @aryobimmo @andrewenas… https://t.co/gIB5LDyNaU,2022-03-24 23:01:34,"DKI Jakarta, Indonesia"
"@Muhamad18442055 @santo91192 @Sarkawi95291207 Dp 0 persen ga sesuai janji, formula E ga jelas, suruh ngeruk kali ga… https://t.co/emchwQRyod",2022-03-24 17:33:41,
@madularang @sigitwid @willsarana @aniesbaswedan @psi_id @PSI_Jakarta @kokokdirgantoro @andrewenas @GunRomli @Uki23… https://t.co/bThObxi9lk,2022-03-24 17:07:32,"Jakarta Selatan, DKI Jakarta"
@ilhamjati4 @sigitwid @aniesbaswedan @psi_id @PSI_Jakarta @willsarana @kokokdirgantoro @aryobimmo @andrewenas… https://t.co/H7tlohNE7z,2022-03-24 15:37:16,Bekasi
@ferrykoto @veraagustian_ @pengarang_sajak Itukan jelas belum ada perencanaan. Masih perlu didalami jg soal transfe… https://t.co/oo7pIkcTw8,2022-03-24 15:13:16,
"@SikakArt @carakamini @mpok_intan @aniesbaswedan Ya gpp cu.. Selera orang mah beda² Motogp juga gak semua suka, con… https://t.co/oseZDHadJ5",2022-03-24 14:56:14,
@Rakyat_Recehan Jangan gitu jakarta ini kan bagian Indonesia jg harusnya ttp bangga ada formula e moto gp semua event harus bangga,2022-03-24 14:34:13,"Malang, Jawa Timur"
"@Rakyat_Recehan Banyakin googling
https://t.co/7ETZmr5TSw",2022-03-24 14:25:26,
@EmgalibOposisi @Rakyat_Recehan Masa harus diceritain Siih...terlalu banyak...harus bikin thread...mau bikin lintas… https://t.co/HxssprNqkQ,2022-03-24 14:12:16,
"@Rakyat_Recehan jangan dibaca,
https://t.co/AFYYO0Fhr9",2022-03-24 14:02:38,
"@sambat_resign Dia Stress di Jakarta 
Karena Formula E,,, Udah mulai Nampak Kemewahanja 😅",2022-03-24 13:50:34,Borneo  
"@hansssolo Tudingan Prasetyo ketua DPRD DKI, soal pinjaman Rp 180 M ke Bank DKI utk Formula E

Penjelasan Anies :
P… https://t.co/MuruKJM2Ff",2022-03-24 13:22:24,
@cagubnyinyir2 @agengkkk @ArSunantoaris @ByuCyd @hansssolo @DesIndraL1 @hank_jkt @Oetaryo7 Tudingan Prasetyo ketua… https://t.co/z7aKI076Dr,2022-03-24 13:21:29,
@ekstrak_manggis @FormulaGledek @tatakujiyati @YeyenAgoestine @Louis_chantika @Mdy_Asmara1701 @marlina_idha… https://t.co/jcsURANqMG,2022-03-24 12:29:46,DKI Jakarta
@mpok_intan @aniesbaswedan Kalo lihat kalender Formula E 2022. Hanya Jakarta yg belum ada lokasi resmi tracknya dim… https://t.co/thxfPhJFjv,2022-03-24 11:27:48,
"Ketua DPRD Jakarta Dua Kali Dipanggil KPK, Korupsi Formula E Akan Terbongkar? https://t.co/9RhxKESFwm",2022-03-24 11:22:42,"Jakarta Selatan, DKI Jakarta"
Ketua DPRD DKI Jakarta Edy Prasetyo MINTA @KPK_RI Panggil Anies Baswedan Terkait SURAT KUASA Pinjaman Rp 180 Milyar… https://t.co/ogkrAFyWRF,2022-03-24 11:19:36,"Jakarta Selatan, DKI Jakarta"
"Perencanaan yg gagal dari Gubernur DKI Jakarta sangat merugikan negara

https://t.co/WRcIviLwvw",2022-03-24 11:12:48,"Kota Manado, Sulawesi Utara"
"Konsep lesehan, sirkuit dunia akherat Formula E Jakarta https://t.co/9ZttxQ32eC",2022-03-24 11:05:56,Mars
"@kenshinbattous9 @bos_sir Kok pasrah Bong ! Gak serulah ! Atau sdh ngakui JIS, sirkuit formula E indah dan rapinya… https://t.co/BQcInWjq3s",2022-03-24 10:58:39,
@asmujivahn @sapporo_jack @Iteungik @sofiankawar1 @JawaraSantuy @Wirakelana14 @ediasmawan @Prajakelana2… https://t.co/gGiQtdc2zE,2022-03-24 10:48:38,"Pondokgede, Indonesia"
"Padahal sesuai Calender, Formula E di Jakarta Tgl 4 Juni.
Apa iy bisa kelar semua???? https://t.co/vMr8O0id8H https://t.co/gmp4vzUq8b",2022-03-24 10:12:31,Perantauan abadi
"@Rakyat_Recehan ya standar formula e sama motogp ya beda, sirkuit formula e paris aja lebih kecil daripada sirkuit formula e jakarta",2022-03-24 10:10:44,
@hidupistiqomah2 @giantsheva @EmgalibOposisi @Rakyat_Recehan Lah boss???? Yg di tanyain yg di jakarta loh?? Kok kau… https://t.co/wTHbSYbPBE,2022-03-24 09:31:49,"StamfordSiro , MilanLondon"
"Plt Jubir Komisi Pemberantasan Korupsi (KPK), Ali Fikri, tak menutup kemungkinan akan memanggil Gubernur DKI Jakart… https://t.co/qF4KtzgheC",2022-03-24 09:05:00,
Komisi Pemberantasan Korupsi (KPK) membuka peluang untuk memanggil dan meminta keterangan dari Gubernur DKI Jakarta… https://t.co/2U0rkVRzOz,2022-03-24 08:59:38,Indonesia
Direktur CYPR menilai pemanggilan Ketua DPRD Jakarta oleh KPK untuk membongkar dugaan korupsi Formula E.… https://t.co/WW5tolwNBu,2022-03-24 08:30:01,"Jakarta, Indonesia"
"BACA SAMA KOMEN
•
Mengenal Lebih Jauh Formula E Yang Akan diselenggarakan Di Jakarta https://t.co/F5J2rUHJne",2022-03-24 07:41:04,Indonesia
"Formula E Jakarta lebih unik lagi...
Sirkuitnya dibangun di pinggiran kota...
.
.
Salah satu keunikan Formula E dib… https://t.co/WKwiOGZ6X1",2022-03-24 06:58:53,Indonesia
Mending indo fokus di MotoGP Mandalika sama Formula E dulu aja gosah terlalu ambisius ngadain F1. Mandalika juga be… https://t.co/nBFaBc4ydN,2022-03-24 05:34:04,6⁰NL - 11⁰SL & 95⁰EL - 141⁰EL
@badonci Alasan bayar komitmen Formula E untuk Langit Jakarta.,2022-03-24 05:17:15,Jakarta Capital Region
Berharap Sirkuit Formula E hanya dipakai untuk (balapan) kendaraan listrik saja.  Kan gak lucu kampanye langit Jaka… https://t.co/7WLhpGzdif,2022-03-24 05:10:17,Jakarta Capital Region
@kebijakananies_ @marlina_idha @tatakujiyati @GeiszChalifah @kebijakananies @Relawananies @faktaanies… https://t.co/SBeGCI01wT,2022-03-24 04:09:34,
Komisi Pemeriksaan Korupsi (KPK) membuka kemungkinan untuk memanggil Gubernur DKI Jakarta Anies Baswedan atas dugaa… https://t.co/y3GySNwNhE,2022-03-24 03:16:52,lokalisasi kelas teri
"Design mobil Formula E spt inilah yg bikin aku penasaran berharap pengen nonton e-prix di Jakarta.. 
semoga beneran… https://t.co/7ASSiKrqGf",2022-03-24 02:24:19,INNOVATOPIA
"Semoga event Formula E JAKARTA beneran terwujud.. brangkat nonton kita... 
Aku sangat suka dg design mobil Formula… https://t.co/t2zK9axKrb",2022-03-24 02:16:00,INNOVATOPIA
@marlina_idha Trus kl dah jd ada pembalap Jakarta/ Indonesia yg ikut tampil di formula e??percuma anggaran milyaran… https://t.co/3p4sPPVldh,2022-03-24 01:40:07,Bekasi
"Tudingan Prasetyo ketua DPRD DKI, soal pinjaman Rp 180 M ke Bank DKI utk Formula E

Penjelasan Anies :
Penganggaran… https://t.co/UVQbaapWYT",2022-03-23 22:02:19,
"Soal Formula E, KPK Buka Peluang Memanggil dan Memeriksa Gubernur DKI Jakarta Anies Baswedanhttps://pusaran.co/soal… https://t.co/YoLPVCAwjj",2022-03-23 20:59:24,
"Soal Formula E, KPK Buka Peluang Memanggil dan Memeriksa Gubernur DKI Jakarta Anies Baswedan https://t.co/Zk0QWHCW0N https://t.co/nYFDirAYYA",2022-03-23 20:58:51,"Serang, Indonesia"
@KRMTRoySuryo2 saya berharap saat formula e di jakarta anda yg menyanyikan lagu Indonesia Raya,2022-03-23 19:07:26,
@cagubnyinyir2 @KPK_RI @KPK_indonesia @firlibahuri @BossToukeeIsa @YustusHarefa @RizkiR4madani @Dhimaz_Ariya… https://t.co/rMi5Q9CDK6,2022-03-23 16:51:36,"Jakarta Selatan, DKI Jakarta"
"Ketua DPRD DKI Jakarta, Prasetyo Edi  mengungkap adanya dugaan praktik ijon, atau adanya anggaran yg dikeluarkan se… https://t.co/2TrBf7X15Q",2022-03-23 16:31:43,
"Belum digelar aja udh berbau masalah . piye Pak @aniesbaswedan 🙄

https://t.co/qXtxzAB7ZW",2022-03-23 15:55:22,Indonesia
"Ketua DPRD DKI Jakarta Ungkap Praktik Ijon Uang Formula E, Penyelidikan Diserahkan pada KPK https://t.co/Fw6D7HZrg1 https://t.co/Mss6XKNdQc",2022-03-23 15:47:05,Indonesia
